Order,Description,Sector,Subsector,Stage,8- or 10-Digit HS Code,First brief_description,First Sector,First Subsector,First Stage
2143,,,,,29335985,"2-Amino-4-chloro-6-methoxypyrimidine; 2-amino-4,6-dimethoxypyrimidine; and 6-methyluracil",Public Health,Pharmaceuticals & API,Input
2144,,,,,29335995,Other (excluding aromatic or mod aromatic) compds containing pyrimidine ring (whether or n/hydrogenated) or piperazine ring in the structure,Public Health,Pharmaceuticals & API,Input
2145,,,,,29336920,"2,4-Diamino-6-phenyl-1,3,5-triazine",Public Health,Pharmaceuticals & API,Input
2146,,,,,29336950,Hexamethylenetetramine,Public Health,Pharmaceuticals & API,Input
2147,,,,,29336960,Other compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure,Public Health,Pharmaceuticals & API,Input
2148,,,,,29337200,Clobazam (INN) and methyprylon (INN),Public Health,Pharmaceuticals & API,Input
2149,,,,,29337904,"2,4-Dihydro-3,6-diphenylpyrrolo-(3,4-C)pyrrole-1,4-dione",Public Health,Pharmaceuticals & API,Input
2150,,,,,29337908,Aromatic or modified aromatic lactams with nitrogen hetero-atoms only described in additional U.S. note 3 to section VI,Public Health,Pharmaceuticals & API,Input
2151,,,,,29337915,"Aromatic or modified aromatic lactams, nesoi",Public Health,Pharmaceuticals & API,Input
2152,,,,,29337920,N-Methyl-2-pyrrolidone; and 2-pyrrolidone,Public Health,Pharmaceuticals & API,Input
2153,,,,,29337930,"N-Vinyl-2-pyrrolidone, monomer",Public Health,Pharmaceuticals & API,Input
2154,,,,,29337940,12-Aminododecanoic acid lactam,Public Health,Pharmaceuticals & API,Input
2155,,,,,29337985,"Aromatic or modified aromatic lactams with nitrogen hetero-atoms only, nesoi",Public Health,Pharmaceuticals & API,Input
2156,,,,,29339100,"Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, and other specified INNs; salts thereof",Public Health,Pharmaceuticals & API,Input
2157,,,,,29339200,Azinphos-methyl,Public Health,Pharmaceuticals & API,Input
2158,,,,,29339901,Butyl (R)-2-[4-(5-triflouromethyl-2-pyridinyloxy)phenoxy]propanoate,Public Health,Pharmaceuticals & API,Input
2159,,,,,29339902,"2-[4-[(6-Chloro-2-quinoxalinyl)oxy]phenoxy]propionic acid, ethyl ester; and 1 other specified aromatic chemical",Public Health,Pharmaceuticals & API,Input
2160,,,,,29339905,Acridine and indole,Public Health,Pharmaceuticals & API,Input
2161,,,,,29339906,"alpha-Butyl-alpha-(4-chlorophenyl)-1H-1,2,4-triazole-1-propanenitrile (Mycolbutanil); and one other specified aromatic chemical",Public Health,Pharmaceuticals & API,Input
2162,,,,,29339908,"Acetoacetyl-5-aminobenzimidazolone; 1,3,3-Trimethyl-2-methyleneindoline; and two other specified aromatic chemicals",Public Health,Pharmaceuticals & API,Input
2163,,,,,29339911,Carbazole,Public Health,Pharmaceuticals & API,Input
2164,,,,,29339912,"6-Bromo-5-methyl-1H-imidazo-(4,5-b)pyridine; 2-sec-butyl-4-tert-butyl-6-(benzotriazol-2-yl)phenol; 2-methylindoline; and other specific",Public Health,Pharmaceuticals & API,Input
2165,,,,,29339914,5-Amino-4-chloro-alpha-phenyl-3-pyridazinone,Public Health,Pharmaceuticals & API,Input
2166,,,,,29339916,"o-Diquat dibromide (1,1-Ethylene-2,2-dipyridylium dibromide)",Public Health,Pharmaceuticals & API,Input
2167,,,,,29339924,Aromatic or modified aromatic photographic chemicals with nitrogen hetero-atom(s) only,Public Health,Pharmaceuticals & API,Input
2168,,,,,29339926,Aromatic or modified aromatic antihistamines of heterocyclic compounds with nitrogen hetero-atom(s) only,Public Health,Pharmaceuticals & API,Input
2169,,,,,29339942,Acriflavin; Acriflavin hydrochloride; Carbadox; Pyrazinamide,Public Health,Pharmaceuticals & API,Input
2170,,,,,29339946,"Aromatic or modified aromatic anti-infective agents of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input
2171,,,,,29339951,Hydralazine hydrochloride,Public Health,Pharmaceuticals & API,Input
2172,,,,,29339953,"Aromatic or modified aromatic cardiovascular drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input
2173,,,,,29339955,"Aromatic or modified aromatic analgesics and certain like affecting chemicals, of heterocyclic compounds with nitrogen hetero-atom(s) only",Public Health,Pharmaceuticals & API,Input
2174,,,,,29339958,Droperidol; and Imipramine hydrochloride,Public Health,Pharmaceuticals & API,Input
2175,,,,,29339961,"Aromatic/modified aromatic psychotherapeutic agents, affecting the CNS, of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input
2176,,,,,29339965,"Aromatic or modified aromatic anticonvulsants, hypnotics and sedatives, of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input
2177,,,,,29339970,"Aromatic or modified aromatic drugs affecting the central nervous system, of heterocyclic compounds with nitrogen atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input
2178,,,,,29339975,"Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input
2179,,,,,29339979,Aromatic or modified aromatic compounds with nitrogen hetero-atom(s) only described in additional U.S. note 3 to section VI,Public Health,Pharmaceuticals & API,Input
2180,,,,,29339982,"Aromatic or mod. aromatic compounds with nitrogen hetero-atom(s) only other than products described in add. U.S. note 3 to section VI, nesoi",Public Health,Pharmaceuticals & API,Input
2181,,,,,29339985,"3-Amino-1,2,4-triazole",Public Health,Pharmaceuticals & API,Input
2182,,,,,29339989,Hexamethyleneimine,Public Health,Pharmaceuticals & API,Input
2183,,,,,29339990,"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input
2184,,,,,29339997,"Nonaromatic heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input
2185,,,,,29341010,"Aromatic or modified aromatic heterocyclic compounds cont. an unfused thiazole ring, described in add. U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input
2186,,,,,29341020,"Aromatic or modified aromatic heterocyclic compounds, nesoi, containing an unfused thiazole ring",Public Health,Pharmaceuticals & API,Input
2187,,,,,29341070,"4,5-Dichloro-2-n-octyl-4-isothiazolin-3-one; thiothiamine hydrochloride; and 4 other specified chemicals",Public Health,Pharmaceuticals & API,Input
2188,,,,,29341090,Other compounds (excluding aromatic or modified aromatic) containing an unfused thiazole ring (whether or not hydrogenated) in the structure,Public Health,Pharmaceuticals & API,Input
2189,,,,,29342005,N-tert-Butyl-2-benzothiazolesulfenamide,Public Health,Pharmaceuticals & API,Input
2190,,,,,29342010,"2,2'-Dithiobisbenzothiazole",Public Health,Pharmaceuticals & API,Input
2191,,,,,29342015,2-Mercaptobenzothiazole; and N-(Oxydiethylene)benzothiazole-2-sulfenamide,Public Health,Pharmaceuticals & API,Input
2192,,,,,29342020,"2-Mercaptobenzothiazole, sodium salt (2-Benzothiazolethiol, sodium salt)",Public Health,Pharmaceuticals & API,Input
2193,,,,,29342025,"2-Amino-5,6-dichlorobenzothiazole; 2-amino-6-nitrobenzothiazole; and 2 other specified chemicals",Public Health,Pharmaceuticals & API,Input
2194,,,,,29342030,"2-Amino-6-methoxybenzothiazole and other specified heterocyclic compounds, cont. a benzothiazole ring-system, not further fused",Public Health,Pharmaceuticals & API,Input
2195,,,,,29342040,"Heterocyclic compounds containing a benzothiazole ring-system, not further fused, described in add. U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input
2196,,,,,29342080,"Other compounds containing a benzothiazole ring system (whether or not hydrogenated), not further fused",Public Health,Pharmaceuticals & API,Input
2197,,,,,29343012,2-(Trifluoromethyl)phenothiazine,Public Health,Pharmaceuticals & API,Input
2198,,,,,29343018,"Ethyl (1H-phenothiazin-2,4,1)carbamate",Public Health,Pharmaceuticals & API,Input
2199,,,,,29343023,"Antidepressants, tranquilizers and other pschotherapeutic agents containing a phenothiazine ring-system, not further fused",Public Health,Pharmaceuticals & API,Input
2200,,,,,29343027,"Other drugs containing a phenothiazine ring system (whether or not hydrogenated), not further fused, nesoi",Public Health,Pharmaceuticals & API,Input
2201,,,,,29343043,"Products described in add. US note 3 to section VI containing a phenothiazine ring system (whether or not hydrogenated), not further fused",Public Health,Pharmaceuticals & API,Input
2202,,,,,29343050,"Heterocyclic compounds containing a phenothiazine ring-system (whether or not hydrogenated), not further fused, nesoi",Public Health,Pharmaceuticals & API,Input
2203,,,,,29349100,"Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), and other specified INNs; salts thereof",Public Health,Pharmaceuticals & API,Input
2204,,,,,29349200,"Other fentanyls and their derivatives, containing an unfused thiazole ring",Public Health,Pharmaceuticals & API,Input
2205,,,,,29349901,Mycophenolate mofetil,Public Health,Pharmaceuticals & API,Input
2206,,,,,29349903,2-Acetylbenzo(b)thiophene; and 2 other specified aromatic or modified aromatic compounds,Public Health,Pharmaceuticals & API,Input
2207,,,,,29349905,"5-Amino-3-phenyl-1,2,4-thiadiazole(3-Phenyl-5-amino-1,2,4-thiadiazole); and 3 other specified aromatic/mod. aromatic heterocyclic compounds",Public Health,Pharmaceuticals & API,Input
2208,,,,,29349906,"7-Nitronaphth[1,2]oxadiazole-5-sulfonic acid and its salts",Public Health,Pharmaceuticals & API,Input
2209,,,,,29349907,Ethyl 2-[4-[(6-chloro-2-benzoxazoyl)oxy]phenoxy]propanoate (Fenoxaprop- ethyl),Public Health,Pharmaceuticals & API,Input
2210,,,,,29349908,"2,5-Diphenyloxazole",Public Health,Pharmaceuticals & API,Input
2211,,,,,29349909,"1,2-Benzisothiazolin-3-one",Public Health,Pharmaceuticals & API,Input
2212,,,,,29349911,"2-tert-Butyl-4-(2,4-dichloro-5-isopropoxyphenyl)-delta(squared)-1,3,4-oxadiazolin-5-one; Bentazon; Phosalone",Public Health,Pharmaceuticals & API,Input
2213,,,,,29349920,"Aromatic or modified aromatic photographic chemicals of other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input
2214,,,,,29349930,"Aromatic or modified aromatic drugs of other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input
2215,,,,,29349939,Aromatic or modified aromatic other heterocyclic compounds described in additional U.S. note 3 to section VI,Public Health,Pharmaceuticals & API,Input
2216,,,,,29349944,"Aromatic or modified aromatic other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input
2217,,,,,29349947,"Nonaromatic drugs of other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input
2218,,,,,29349970,"Morpholinethyl chloride hydrochloride; 2-methyl-2,5-dioxo-1-oxa-2-phospholan; and 1 other specified nonaromatic chemical",Public Health,Pharmaceuticals & API,Input
2219,,,,,29349990,"Nonaromatic other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input
2220,,,,,29351000,N-Methyl perfluorooctane sulfonamide,Public Health,Pharmaceuticals & API,Input
2221,,,,,29352000,N-Ethyl perfluorooctane sulfonamide,Public Health,Pharmaceuticals & API,Input
2222,,,,,29353000,N-Ethyl -N-(2-hydroxyethyl)perfluorooctane sulfonamide,Public Health,Pharmaceuticals & API,Input
2223,,,,,29354000,N-(2-hydroxyethyl)-N-methyl perfluorooctane sulfonamide,Public Health,Pharmaceuticals & API,Input
2224,,,,,29355000,Other perfluorooctane sulfonamides,Public Health,Pharmaceuticals & API,Input
2225,,,,,29359006,4-Amino-6-chloro-m-benzenedisulfonamide and Methyl-4-aminobenzenesulfonylcarbamate (Asulam),Public Health,Pharmaceuticals & API,Input
2226,,,,,29359010,2-Amino-N-Ethylbenzenesulfonanilide etc,Public Health,Pharmaceuticals & API,Input
2227,,,,,29359013,(5-[2-Chloro-4-(Trifluoromeythyl)phenoxy]-N-(Methylsulfonyl)-2-Nitrobenzamide)(fomesafen); etc,Public Health,Pharmaceuticals & API,Input
2228,,,,,29359015,ortho-Toluenesulfonamide,Public Health,Pharmaceuticals & API,Input
2229,,,,,29359020,Sulfonamides used as fast color bases and fast color salts,Public Health,Pharmaceuticals & API,Input
2230,,,,,29359029,Acetylsulfaguanidine,Public Health,Pharmaceuticals & API,Input
2231,,,,,29359030,Sulfamethazine,Public Health,Pharmaceuticals & API,Input
2232,,,,,29359032,"Acetylsulfisoxazole; Sulfacetamide, sodium; and Sulfamethazine, sodium",Public Health,Pharmaceuticals & API,Input
2233,,,,,29359033,"Sulfathiazole and Sulfathiazole, sodium",Public Health,Pharmaceuticals & API,Input
2234,,,,,29359042,Salicylazosulfapyridine (Sulfasalazine); Sulfadiazine; Sulfaguanidine; Sulfamerizine; and Sulfapyridine,Public Health,Pharmaceuticals & API,Input
2235,,,,,29359048,Other sulfonamides used as anti-infective agents,Public Health,Pharmaceuticals & API,Input
2236,,,,,29359060,Other sulfonamide drugs (excluding anti-infective agents),Public Health,Pharmaceuticals & API,Input
2237,,,,,29359075,"Other sulfonamides (excluding drugs, etc) of products descibed in US note 3 to section 6",Public Health,Pharmaceuticals & API,Input
2238,,,,,29359095,"Other sulfonamides, excluding drugs, excluding products described in US note 4 to section 6",Public Health,Pharmaceuticals & API,Input
2239,,,,,29381000,Rutoside (Rutin) and its derivatives,Public Health,Pharmaceuticals & API,Input
2240,,,,,29389000,"Glycosides, natural or synthesized, and their salts, ethers, esters, and other derivatives other than rutoside and its derivatives",Public Health,Pharmaceuticals & API,Input
2241,,,,,29400020,D-Arabinose,Public Health,Pharmaceuticals & API,Input
2242,,,,,29400060,"Other sugars, nesoi excluding d-arabinose",Public Health,Pharmaceuticals & API,Input
2243,,,,,29412010,Dihydrostreptomycins and its derivatives; salts thereof,Public Health,Pharmaceuticals & API,Input
2244,,,,,29420005,"Aromatic or modified aromatic drugs of other organic compounds, nesoi",Public Health,Pharmaceuticals & API,Input
2245,,,,,29420010,"Aromatic or modified aromatic organic compounds, nesoi, described in additional U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input
2246,,,,,29420035,Other aromatic or modified aromatic organic compounds (excluding products described in additional U.S. note 3 to section VI),Public Health,Pharmaceuticals & API,Input
2247,,,,,29420050,"Nonaromatic organic compounds, nesoi",Public Health,Pharmaceuticals & API,Input
2248,,,,,32030080,"Coloring matter of vegetable or animal origin, nesoi",Public Health,Pharmaceuticals & API,Input
2249,,,,,32041360,"Basic dyes and preparations based thereon, described in add'l U.S note 3 to section VIvi",Public Health,Pharmaceuticals & API,Input
2250,,,,,32041380,"Basic dyes and preparations based thereon, nesoi",Public Health,Pharmaceuticals & API,Input
2251,,,,,32041800,Carotenoid coloring matters and preparations based thereon,Public Health,Pharmaceuticals & API,Input
2252,,,,,32049000,"Synthetic organic coloring matter or preparations based thereon, nesoi; synthetic organic products used as luminophores",Public Health,Pharmaceuticals & API,Input
2253,,,,,34013010,"Organic surface-active products for wash skin, in liquid or cream, contain any aromatic/mod aromatic surface-active agent, put up for retail",Public Health,Pharmaceuticals & API,Input
2254,,,,,34023910,"Other anionic organic surface-active agents, other than linear alkylbenzene sulfonic acids, aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input
2255,,,,,34024110,"Cationic organic surface-active agents, aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input
2256,,,,,34024190,"Cationic organic surface-active agents, other than aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input
2257,,,,,34024210,"Non-ionic organic surface-active agents, aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input
2258,,,,,34024220,"Fatty substances of animal, vegetable or microbial origin; non-ionic organic surface-active agents, other than aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input
2259,,,,,34024290,"Non-ionic organic surface-active agents, other than fatty substances of animal, vegetable or microbial origin, other than aromatic / modified aromatic",Public Health,Pharmaceuticals & API,Input
2260,,,,,34025011,"Preparations of organic surface-active agents, put up for retail sale, containing aromatic or modified aromatic surface-active agent",Public Health,Pharmaceuticals & API,Input
2261,,,,,35079020,Penicillin G amidase,Public Health,Pharmaceuticals & API,Input
2262,,,,,35079070,"Enzymes and prepared enzymes, nesoi",Public Health,Pharmaceuticals & API,Input
2263,,,,,38248100,Chemical mixtures containing oxirane (ethylene oxide),Public Health,Pharmaceuticals & API,Input
2264,,,,,38248210,"Containing PCBs, PCTs or PBBs: mixtures of halogenated hydrocarbons, chlorinated but not otherwise halogenated, nesoi",Public Health,Pharmaceuticals & API,Input
2265,,,,,38248290,"Containing PCBs, PCTs or PBBs: mixtures of halogenated hydrocarbons other than chlorinated only, nesoi",Public Health,Pharmaceuticals & API,Input
2266,,,,,38248300,"Containing tris (2,3-dibromopropyl phosphate)",Public Health,Pharmaceuticals & API,Input
2267,,,,,38248400,"Other mixtures cont aldrin, camphechlor(toxaphene), chlordane, chlordecone, DDT(clofenatone), 1,1,1-TRICHLORO-2,2-BIS(P-CHLOROPHENYL)ETHANE), ETC.",Public Health,Pharmaceuticals & API,Input
2268,,,,,38248500,"Mixtures containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO,INN)",Public Health,Pharmaceuticals & API,Input
2269,,,,,38248600,Mixtures containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO),Public Health,Pharmaceuticals & API,Input
2270,,,,,38248700,"Mixtures containing perfluorooctane sulfonic acid, its salts, perfluorooctane sulfonamides, or perfluorooctane sulfonyl fluoride",Public Health,Pharmaceuticals & API,Input
2271,,,,,38248800,"Mixtures containing tetra-, penta-, hexa-, hepta-, or octabromodiphenyl ethers",Public Health,Pharmaceuticals & API,Input
2272,,,,,38248900,Mixtures containing short-chain chlorinated paraffins,Public Health,Pharmaceuticals & API,Input
2273,,,,,38249911,"Cultured crystals, weighing not less than 2.5g each, in the form of ingots",Public Health,Pharmaceuticals & API,Input
2274,,,,,38249919,"Cultured crystals, weighing not less than 2.5g each except in the form of ingots",Public Health,Pharmaceuticals & API,Input
2275,,,,,38249925,"Mixtures of triphenyl sulfonium chloride, diphenyl (4-phenylthio)phenyl sulfonium chloride & (thiodi-4,1- phenylene)bis(diphenyl sulfonium) dichloride",Public Health,Pharmaceuticals & API,Input
2276,,,,,38249926,"Benzene,2,4-Diisocyanate-1,3,5-tris-(1-methylethyl)",Public Health,Pharmaceuticals & API,Input
2277,,,,,38249929,"Mixtures containing 5% or more by weight of one or more aromatic or modified aromatic substance, nesoi",Public Health,Pharmaceuticals & API,Input
2278,,,,,38249931,Mixtures of bismuth,Public Health,Pharmaceuticals & API,Input
2279,,,,,38249932,"Mixtures of hydrosulfite compounds, of sulfoxylate compounds, or of both",Public Health,Pharmaceuticals & API,Input
2280,,,,,38249933,Mixtures of mercury,Public Health,Pharmaceuticals & API,Input
2281,,,,,38249934,Mixtures of molybdenum,Public Health,Pharmaceuticals & API,Input
2282,,,,,38249935,Mixtures of tungsten,Public Health,Pharmaceuticals & API,Input
2283,,,,,38249936,Mixture of vanadium,Public Health,Pharmaceuticals & API,Input
2284,,,,,38249939,"Mixtures of two or more inorganic compounds, nesoi",Public Health,Pharmaceuticals & API,Input
2285,,,,,38249941,Mixtures of fatty substances of animal or vegetable origin and mixtures thereof,Public Health,Pharmaceuticals & API,Input
2286,,,,,38249949,"Mixtures that are in whole or in part of hydrocarbons derived in whole or in part from petroleum, shale oil or natural gas",Public Health,Pharmaceuticals & API,Input
2287,,,,,38249950,Mixtures chlorinated but not otherwise halogenated,Public Health,Pharmaceuticals & API,Input
2288,,,,,38249955,"Mixtures of halogenated hydrocarbons, nesoi",Public Health,Pharmaceuticals & API,Input
2289,,,,,38249970,Mixtures of dibromoneopentyl gylcol;polydibromophenylene oxide;tetrabromobisphenol-A-carbonate oligomers;electroplating chemical and electroless,Public Health,Pharmaceuticals & API,Input
2290,,,,,38249975,"Mixtures of naphthenic acids, their water-insoluble salts and their esthers",Public Health,Pharmaceuticals & API,Input
2291,,,,,38259001,"Residual products of the chemical or allied industries, nesoi; other wastes, nesoi, specified in note 6 to chapter 38",Public Health,Pharmaceuticals & API,Input
2292,,,,,38271100,"Mixtures containing CFCs, whether or not containing HCFCs, PFCs or HFCs",Public Health,Pharmaceuticals & API,Input
2293,,,,,38271200,Mixtures containing HBFCs,Public Health,Pharmaceuticals & API,Input
2294,,,,,38271300,Mixtures containing carbon tetrachloride,Public Health,Pharmaceuticals & API,Input
2295,,,,,38271400,Mixtures containing methyl chloroform,Public Health,Pharmaceuticals & API,Input
2296,,,,,38272000,"Mixtures containing Halon-1211, Halon-1301 or Halon-2402",Public Health,Pharmaceuticals & API,Input
2297,,,,,38273100,"Mixtures containing HCFCs, not containing CFCs, whether or not containing PFCs or HFCs and containing substances of 2903.41 to 2903.48",Public Health,Pharmaceuticals & API,Input
2298,,,,,38273200,"Mixtures containing HCFCs, not containing CFCs, whether or not containing PFCs or HFCs and containing substances of 2903.71 to 2903.75",Public Health,Pharmaceuticals & API,Input
2299,,,,,38273900,"Mixtures cont. HCFCs, not cont. CFCs, whether or not cont. PFCs or HFCs, not cont. substances of 2903.41-2903.49 or 2903.71-2903.75, nesoi",Public Health,Pharmaceuticals & API,Input
2300,,,,,38274000,Mixtures containing bromomethane or bromochloromethane,Public Health,Pharmaceuticals & API,Input
2301,,,,,38275100,Mixtures containing HFC-23,Public Health,Pharmaceuticals & API,Input
2302,,,,,38275900,"Mixtures containing PFCs, other than HFC-23",Public Health,Pharmaceuticals & API,Input
2303,,,,,38276100,"Mixtures containing other HFCs, not containing CFCs or HCFCs, containing 15% or more of HFC-143a",Public Health,Pharmaceuticals & API,Input
2304,,,,,38276200,"Mixtures containing other HFCs, not containing CFCs or HCFCs, containing 55% or more of HFC-125 but not containing HFOs",Public Health,Pharmaceuticals & API,Input
2305,,,,,38276300,"Mixtures containing other HFCs, not containing CFCs or HCFCs, containing 40% or more of HFC-125 and containing HFOs",Public Health,Pharmaceuticals & API,Input
2306,,,,,38276400,"Mixtures containing other HFCs, not containing CFCs or HCFCs, containing 30% or more of HFC-134a but not containing HFOs",Public Health,Pharmaceuticals & API,Input
2307,,,,,38276500,"Mixtures containing other HFCs, not containing CFCs or HCFCs, containing 20% or more of HFC-32 and 20% or more of HFC-125",Public Health,Pharmaceuticals & API,Input
2308,,,,,38276800,"Mixtures containing other HFCs, not containing CFCs or HCFCs, containing substances of 2903.41 to 2903.48",Public Health,Pharmaceuticals & API,Input
2309,,,,,38276900,"Mixtures containing other HFCs, not containing CFCs or HCFCs, nesoi",Public Health,Pharmaceuticals & API,Input
2310,,,,,38279010,"Mixtures containing chlorinated but not otherwise halogenated derivatives of methane, ethane or propane, nesoi",Public Health,Pharmaceuticals & API,Input
2311,,,,,38279090,"Mixtures containing other halogenated derivatives of methane, ethane or propane, nesoi",Public Health,Pharmaceuticals & API,Input
2312,,,,,39029000,"Polymers of propylene or of other olefins, nesoi, in primary forms",Public Health,Pharmaceuticals & API,Input
2313,,,,,39046100,"Polytetrafluoroethylene (PTFE), in primary forms",Public Health,Pharmaceuticals & API,Input
2314,,,,,39059150,"Copolymers of vinyl esters or other vinyls, in primary forms, nesoi",Public Health,Pharmaceuticals & API,Input
2315,,,,,39059930,Polyvinyl carbazole (including adjuvants),Public Health,Pharmaceuticals & API,Input
2316,,,,,39059980,"Polymers of vinyl esters or other vinyl polymers, in primary forms, nesoi",Public Health,Pharmaceuticals & API,Input
2317,,,,,39069010,"Acrylic polymers (except PMMA) in primary forms, elastomeric",Public Health,Pharmaceuticals & API,Input
2318,,,,,39069020,"Acrylic plastics polymers (except PMMA), in primary forms, nonelastomeric",Public Health,Pharmaceuticals & API,Input
2319,,,,,39069050,"Acrylic polymers (except plastics or elastomers), in primary forms, nesoi",Public Health,Pharmaceuticals & API,Input
2320,,,,,39071000,Polyacetals in primary forms,Public Health,Pharmaceuticals & API,Input
2321,,,,,39072100,Bis(polyoxyethylene) methylphosphonate,Public Health,Pharmaceuticals & API,Input
2322,,,,,39072900,"Polyethers, other than polyacetals or bis(polyoxyethylene) methylphosphonate, in primary forms",Public Health,Pharmaceuticals & API,Input
2323,,,,,39073000,Epoxide resins in primary forms,Public Health,Pharmaceuticals & API,Input
2324,,,,,39076100,"Polyethylene terephthalate, having a viscosity number of 78 ml/g or higher",Public Health,Pharmaceuticals & API,Input
2325,,,,,39076900,"Polyethylene terephthalate, having a viscosity number less than 78 ml/g",Public Health,Pharmaceuticals & API,Input
2326,,,,,39077000,Poly(lactic acid),Public Health,Pharmaceuticals & API,Input
2327,,,,,39079950,"Other polyesters nesoi, saturated, in primary forms",Public Health,Pharmaceuticals & API,Input
2328,,,,,39081000,"Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12 in primary form",Public Health,Pharmaceuticals & API,Input
2329,,,,,39091000,Urea resins; thiourea resins,Public Health,Pharmaceuticals & API,Input
2330,,,,,39094000,Phenolic resins,Public Health,Pharmaceuticals & API,Input
2331,,,,,39100000,Silicones in primary forms,Public Health,Pharmaceuticals & API,Input
2332,,,,,39112000,"Poly(1,3-phenylene methylphosphonate)",Public Health,Pharmaceuticals & API,Input
2333,,,,,39119010,"Elastomeric polysulfides, polysulfones and other products specified in note 3 to chapter 39, nesoi, in primary forms",Public Health,Pharmaceuticals & API,Input
2334,,,,,39119015,Specified carbodiimide or homopolymer with polyethylene thermoplastic goods,Public Health,Pharmaceuticals & API,Input
2335,,,,,39119025,"Thermoplastic polysulfides, polysulfones & oth products spec in note 3, chapt 39, cont aromatic monomer units or derived therefrom",Public Health,Pharmaceuticals & API,Input
2336,,,,,39119035,Benzenamine; and hydrocarbon novolac cyanate ester,Public Health,Pharmaceuticals & API,Input
2337,,,,,39119045,"Thermosetting polysulfides, polysulfones & oth products spec in note 3, chapt 39, cont aromatic monomer units or derived therefrom",Public Health,Pharmaceuticals & API,Input
2338,,,,,39119070,Chlorinated synthetic rubber,Public Health,Pharmaceuticals & API,Input
2339,,,,,39119091,"Polysulfides, polysulfones & other products specified in note 3 to chapter 39, nesoi",Public Health,Pharmaceuticals & API,Input
2340,,,,,39123100,Carboxymethylcellulose and its salts,Public Health,Pharmaceuticals & API,Input
2341,,,,,39123900,"Cellulose ethers, other than carboxymethylcellulose and its salts, in primary forms",Public Health,Pharmaceuticals & API,Input
2342,,,,,39129000,"Cellulose and its chemical derivatives nesoi, in primary forms",Public Health,Pharmaceuticals & API,Input
2343,,,,,39139010,"Chemical derivatives of natural rubber, nesoi, in primary forms",Public Health,Pharmaceuticals & API,Input
2344,,,,,39139020,"Polysaccharides and their derivatives, nesoi, in primary forms",Public Health,Pharmaceuticals & API,Input
2345,,,,,39139050,"Natural polymers and modified natural polymers, nesoi, in primary forms",Public Health,Pharmaceuticals & API,Input
2346,,,,,39140060,"Ion-exchangers based on polymers of headings 3901 to 3913, in primary forms, nesoi",Public Health,Pharmaceuticals & API,Input
2347,,,,,85492100,"Electrical and electronic waste and scrap containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs), for recovery of precious metal",Public Health,Pharmaceuticals & API,Input
2348,,,,,85492900,"Electrical and electronic waste and scrap not containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs), for recovery of precious metal",Public Health,Pharmaceuticals & API,Input
2349,,,,,85493100,"Waste and scrap of electrical and electronic assemblies and printed circuit boars containing cadmium, mercury, lead or polychlorinated biphenyls",Public Health,Pharmaceuticals & API,Input
2350,,,,,85493900,"Waste and scrap of electrical and electronic assemblies and printed circuit boars not containing cadmium, mercury, lead or polychlorinated biphenyls",Public Health,Pharmaceuticals & API,Input
2351,,,,,85499100,"Electrical and electronic waste and scrap containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs), not for recovery of precious metal",Public Health,Pharmaceuticals & API,Input
